Age Range,RemoteWork,EdLevel,YearsCode,DevType,OrgSize,Country,ICorPM,WorkExp,Industry,TotalComp
40,Hybrid,Some college,26,"Developer, full-stack",15,United States of America,Individual contributor,26,Software Development,140000
40,Remote,Masters,26,"Developer, back-end",250,United States of America,Individual contributor,22,Manufacturing,140000
50,Remote,Bachelors,25,"Developer, full-stack",5,United States of America,People manager,20,Manufacturing,140000
40,Hybrid,Bachelors,20,Cloud infrastructure engineer,10000,United States of America,,0,Other,140000
40,Remote,Masters,14,"Developer, full-stack",7500,United States of America,Individual contributor,12,Healthcare,140000
50,Remote,Bachelors,30,"Developer, full-stack",15,United States of America,Individual contributor,30,Energy,140000
40,Hybrid,Bachelors,23,"Developer, full-stack",250,United States of America,,0,Other,140000
40,Hybrid,Bachelors,25,"Developer, QA or test",10000,United States of America,Individual contributor,15,Software Development,140000
30,Remote,Bachelors,11,"Developer, back-end",50,Mexico,Individual contributor,11,Media & Advertising Services,140000
40,Hybrid,Bachelors,30,"Developer, desktop or enterprise applications",10000,United States of America,,0,Other,140000
50,Hybrid,Bachelors,31,"Developer, full-stack",10000,United States of America,,0,Other,140000
50,Remote,Bachelors,20,"Developer, AI",50,United States of America,People manager,20,Software Development,140000
20,In-person,Secondary school,0,Academic researcher,1,United States of America,,0,Other,140000
60,Remote,Bachelors,40,"Developer, front-end",15,United States of America,,0,Other,140000
40,Remote,Masters,23,Data scientist or machine learning specialist,7500,United States of America,Individual contributor,18,Software Development,140000
30,Remote,Bachelors,10,"Developer, full-stack",1,United States of America,,0,Other,140000
40,Remote,Bachelors,29,"Developer, front-end",250,United States of America,Individual contributor,20,Retail and Consumer Services,140000
40,Remote,Bachelors,8,"Developer, full-stack",10000,United States of America,Individual contributor,8,Software Development,140000
40,Hybrid,Masters,22,Educator,250,United States of America,,0,Other,140000
30,Hybrid,Bachelors,12,"Developer, full-stack",10000,United States of America,Individual contributor,8,Software Development,140000
60,Remote,Bachelors,21,"Developer, full-stack",250,United States of America,,0,Other,140000
40,Hybrid,Masters,26,"Developer, full-stack",7500,United States of America,Individual contributor,23,Software Development,140000
30,Hybrid,Bachelors,8,Security professional,50,Romania,Individual contributor,5,Software Development,140000
50,Hybrid,Bachelors,40,"Developer, full-stack",500 to 999,United States of America,,0,Other,140000
40,Remote,Bachelors,32,"Developer, back-end",50,United States of America,,0,Other,140000
30,Hybrid,Masters,3,Product manager,15,United States of America,People manager,3,Other,140000
30,Remote,Bachelors,20,DevOps specialist,15,United States of America,Individual contributor,10,Software Development,140000
30,Remote,Bachelors,14,"Developer, full-stack",2500,United States of America,,0,Other,140000
50,Hybrid,Masters,18,"Developer, full-stack",50,United States of America,Individual contributor,18,Higher Education,140000
30,Hybrid,Bachelors,16,"Developer, full-stack",50,United States of America,Individual contributor,10,Software Development,140000
60,Remote,Bachelors,20,"Developer, front-end",10000,United States of America,Individual contributor,20,Banking or Financial Services,140000
30,Remote,Bachelors,8,"Developer, full-stack",5,United States of America,,0,Other,140000
30,Remote,Some college,20,"Developer, full-stack",50,Poland,Individual contributor,10,Software Development,140000
30,Remote,Secondary school,7,"Developer, back-end",250,Portugal,Individual contributor,7,Insurance,140000
30,Hybrid,Bachelors,10,"Developer, full-stack",10000,United States of America,Individual contributor,10,Banking or Financial Services,140000
40,Remote,Bachelors,14,"Developer, mobile",50,"Venezuela, Bolivarian Republic of...",Individual contributor,10,Transportation or Supply Chain,140000
60,Remote,Associates,30,"Developer, desktop or enterprise applications",1,United States of America,,0,Other,140000
40,Hybrid,Masters,25,"Developer, full-stack",10000,United States of America,Individual contributor,12,Media & Advertising Services,140000
40,Remote,Associates,10,"Developer, full-stack",1,Argentina,,0,Other,140000
30,Remote,Bachelors,16,"Developer, back-end",250,United States of America,,0,Other,140000
20,Hybrid,Some college,6,"Developer, full-stack",15,"Venezuela, Bolivarian Republic of...",,0,Other,140000
40,Remote,Bachelors,22,"Developer, full-stack",500 to 999,Argentina,Individual contributor,30,Retail and Consumer Services,140000
50,Remote,Associates,25,"Developer, full-stack",10000,United States of America,Individual contributor,28,Internet Telecomm or Information Services,140000
20,In-person,Bachelors,7,"Developer, desktop or enterprise applications",25,United States of America,,0,Other,140000
40,In-person,Masters,11,"Developer, full-stack",250,United States of America,Individual contributor,9,Transportation or Supply Chain,140000
30,Remote,Some college,10,"Developer, full-stack",500 to 999,United States of America,Individual contributor,8,Banking or Financial Services,140000
40,Remote,Bachelors,25,"Developer, full-stack",250,United States of America,Individual contributor,15,Government,140000
60,Remote,Associates,27,"Developer, full-stack",50,United States of America,,0,Other,140000
30,Remote,Bachelors,17,"Developer, mobile",50,United States of America,Individual contributor,14,Fintech,140000
30,Remote,Bachelors,11,"Developer, full-stack",50,United States of America,Individual contributor,9,Software Development,140000
30,Hybrid,Bachelors,15,"Developer, desktop or enterprise applications",50,United States of America,Individual contributor,5,Manufacturing,140000
30,Remote,Bachelors,10,"Senior Executive (C-Suite, VP, etc.)",15,Italy,People manager,10,Software Development,140000
40,Hybrid,Associates,15,"Developer, back-end",250,United States of America,Individual contributor,17,Other,140000
50,Hybrid,Some college,40,"Developer, back-end",7500,United States of America,Individual contributor,35,Internet Telecomm or Information Services,140000
30,Remote,Bachelors,13,"Developer, full-stack",5,United States of America,,0,Other,140000
30,Remote,Bachelors,13,"Developer, back-end",500 to 999,United States of America,Individual contributor,9,Media & Advertising Services,140000
40,Hybrid,Bachelors,7,"Developer, back-end",250,United States of America,Individual contributor,5,Other,140000
50,Remote,Bachelors,18,"Developer, back-end",250,United States of America,Individual contributor,13,Transportation or Supply Chain,140000
60,Hybrid,Bachelors,38,Engineering manager,10000,United States of America,People manager,33,Retail and Consumer Services,140000
40,Remote,Bachelors,20,"Engineer, site reliability",250,United States of America,,0,Other,140000
40,Remote,Bachelors,18,"Developer, full-stack",5,United States of America,,0,Other,140000
50,Hybrid,Bachelors,35,"Developer, full-stack",250,United States of America,Individual contributor,27,Energy,140000
40,In-person,Bachelors,14,Other,1,United States of America,,0,Other,140000
40,Remote,Bachelors,24,"Developer, full-stack",50,United States of America,Individual contributor,16,Software Development,140000
30,Hybrid,Bachelors,13,Engineering manager,10000,United States of America,,0,Other,140000
40,Hybrid,Professional degree,22,"Developer, full-stack",10000,United States of America,Individual contributor,22,Software Development,140000
30,Remote,Bachelors,7,"Developer, back-end",2500,United States of America,Individual contributor,4,Internet Telecomm or Information Services,140000
40,Remote,Bachelors,23,"Developer, mobile",250,Brazil,Individual contributor,20,Software Development,140000
40,Remote,Bachelors,22,"Developer, back-end",250,Argentina,Individual contributor,15,Software Development,140000
40,Remote,Secondary school,30,"Developer, full-stack",10000,United States of America,Individual contributor,18,Government,140000
30,In-person,Some college,4,"Developer, embedded applications or devices",7500,United States of America,Individual contributor,2,Government,140000
40,Remote,Masters,30,Research & Development role,10000,United States of America,Individual contributor,20,Software Development,140000
30,Remote,Bachelors,14,"Developer, back-end",250,United States of America,Individual contributor,9,Software Development,140000
30,Hybrid,Bachelors,18,"Developer, back-end",50,United States of America,Individual contributor,10,Software Development,140000
30,In-person,Bachelors,16,"Developer, embedded applications or devices",250,United States of America,,0,Other,140000
40,Hybrid,Bachelors,12,"Developer, full-stack",50,United States of America,,0,Other,140000
30,Hybrid,Bachelors,15,"Engineer, site reliability",10000,United States of America,,0,Other,140000
40,Remote,Bachelors,34,"Developer, full-stack",5,United States of America,,0,Other,140000
50,Hybrid,Bachelors,32,"Developer, embedded applications or devices",10000,United States of America,,0,Other,140000
30,Remote,Bachelors,13,"Developer, back-end",50,United States of America,Individual contributor,10,Retail and Consumer Services,140000
50,Remote,Bachelors,36,"Developer, back-end",250,United States of America,Individual contributor,32,Other,140000
50,Remote,Bachelors,38,"Developer, mobile",250,United States of America,People manager,30,Media & Advertising Services,140000
20,Remote,Masters,5,DevOps specialist,50,United States of America,,0,Other,140000
40,Hybrid,Masters,28,"Developer, full-stack",250,United States of America,,0,Other,140000
30,Remote,Bachelors,10,"Developer, full-stack",50,Dominican Republic,Individual contributor,6,Software Development,140000
40,Remote,Bachelors,6,"Developer, front-end",50,United States of America,Individual contributor,5,Manufacturing,140000
40,Remote,Masters,20,"Developer, back-end",250,United States of America,,0,Other,140000
30,Remote,Bachelors,12,"Developer, front-end",250,Ukraine,Individual contributor,12,Healthcare,140000
30,Hybrid,Bachelors,8,"Developer, back-end",250,United States of America,Individual contributor,5,Internet Telecomm or Information Services,140000
50,Hybrid,Some college,12,"Developer, back-end",10000,United States of America,Individual contributor,14,Internet Telecomm or Information Services,140000
50,Remote,Some college,32,Engineering manager,2500,United States of America,,0,Other,140000
40,Hybrid,Bachelors,20,"Developer, front-end",2500,United States of America,,0,Other,140000
